;title;date;tags;text
83;В Pirelli не торопятся с прогнозами;2018-10-05 12:31:00+03:00;['Марио Изола', 'Pirelli'];['После пятничных заездов Гран При Японии вопрос выбора шин на гонку всё ещё открыт – разница в скорости между составами невелика, так что определяющим станет износ резины. Однако в субботу в Сузуке ожидается дождь, что может серьёзно повлиять на стратегию команд…', 'Марио Изола, руководитель автогоночного подразделения: «Сегодня неожиданно было сухо, так что командам удалось собрать много информации о поведении всех трёх составов на гораздо более абразивном, чем обычно, асфальте.', 'Все три состава потенциально могут использоваться в воскресенье. В том числе и SuperSoft, самая мягкая резина в этот уик-энд, хотя она куда менее экстремальна, чем HyperSoft, который мы привозили на две предыдущие гонки. Это значит, что в квалификации нужен другой подход к стратегии. Причём команды сделали очень разный выбор составов для этого уик-энда.', 'Ещё осталось несколько вопросов, требующих ответа, особенно если погода в воскресенье, будет отличаться от сегодняшней или завтрашней, так что пока трудно делать какие-то прогнозы на гонку».']
84;Хэмилтон: Шины должны стать на три ступени мягче;2018-10-05 12:30:00+03:00;['Льюис Хэмилтон', 'Pirelli'];['Перед началом сезона в Pirelli рассчитывали как минимум на два пит-стопа в каждой гонке, но из 16-ти прошедших гонок тринадцать выиграли гонщики, проехавшие дистанцию с одной сменой шин. В Сузуке Льюис Хэмилтон призвал сделать резину гораздо мягче…', 'Льюис Хэмилтон: «Нам нужно продолжать критиковать Pirelli. Шины неплохие, но все гонки с одним пит-стопом – это просто смешно. Я считаю, что в следующем сезоне шины должны стать на три ступени мягче. Сделайте их настолько мягкими, чтобы во всех гонках было как минимум два пит-стопа.', 'С более мягкой резиной стратегия станет более сложной, а борьба – более захватывающей. Да и рабочий слой нужно сделать тоньше [как в Гран При Испании, Франции и Великобритании], чтобы шины меньше страдали пузырением из-за перегрева, тогда будет легче преследовать соперников и атаковать».']
85;Нико Хюлкенберг: Мы разобрались с поведением шин;2018-10-05 12:29:00+03:00;['Нико Хюлкенберг', 'Карлос Сайнс-младший', 'Ник Честер', 'Renault'];['В первый день уик-энда в Японии Нико Хюлкенберг показал 12-е время, уступив лидеру больше двух секунд, а Карлос Сайнс – 14-е...', 'Нико Хюлкенберг (12-й): «В Сузуке здорово гоняться, пилотировать здесь очень приятно. День прошел гладко, поведение машины соответствовало ожиданиям. Мы легко разобрались в поведении шин, теперь всё, что требуется – это извлечь максимум из выбранных на субботу настроек».', 'Карлос Сайнс (14-й): «В целом неплохая пятница без каких-либо сложностей. В первой сессии машина ехала здорово, мы выполнили весьма насыщенную программу, а во второй немного не хватило скорости. По ходу дня мы корректировали настройки и знаем, где искать недостающие доли секунды. Нам предстоит всерьез поработать предстоящей ночью, чтобы провести уик-энд в лучшей форме».', 'Ник Честер, технический директор по шасси: «Неплохая пятница, мы выполнили запланированные проверки без каких-либо заминок. Нам удалось с обеими машинами провести сравнительные тесты аэродинамики и настроек, после чего мы переключились на оценку поведения шин SuperSoft, Soft и Medium. Теперь у команды немало информации, которую предстоит проанализировать с целью лучше подготовиться к квалификации».']
86;Ferrari беспокоит нехватка скорости;2018-10-05 12:20:00+03:00;['Кими Райкконен', 'Себастьян Феттель', 'Ferrari'];['Лучшим результатом Ferrari во второй тренировке Гран При Японии стало третье время Себастьяна Феттеля. Его напарник Кими Райкконен показал пятый результат. Подводя итоги дня, в команде отметили, что машине пока не хватает скорости, но в субботу они рассчитывают прибавить.', 'Себастьян Феттель (3-й): «В целом, я доволен. Пятница прошла гладко, но пока мы недостаточно быстры. Сегодня мы пытались кое-что сделать с машиной – кажется, она стала лучше управляться, но посмотрим, удастся ли нам ещё больше прибавить завтра. На мой взгляд, сегодня машина слишком скользила, что приводило к повреждениям шин, в остальном мы чисто и без сложностей провели сессию.', 'Мы пытались выжать максимум из машины, сосредоточившись на собственных задачах. Вечером предстоит много работы, ведь здесь многое зависит от квалификации. Конечно, если завтра остальные останутся такими же быстрыми, как и сегодня, нам придется очень сложно, но посмотрим. Благодаря дождю в субботу может быть интересно, но сейчас мы должны напряженно работать – посмотрим, к чему это приведет. Уик-энд длинный, и сегодня только пятница – уверен, мы сможем выжать большее из машины».', 'Кими Райкконен (5-й): «Нормальная пятница, как с точки зрения решений, которые мы опробовали, так и с точки зрения использования двигателя. Мы сосредоточились на поиске лучших настроек, и ближе к концу сессии она лучше управлялась. Однако нет сомнений, что до завтра нас еще ждет работа.', 'Я не знаю, пойдет ли дождь в третьей тренировке и в квалификации – посмотрим, что принесет погода».']
87;Танабе: Результаты подтверждают прогресс Honda;2018-10-05 12:11:00+03:00;['Брендон Хартли', 'Пьер Гасли', 'Тойохару Танабе', 'Toro Rosso'];['Пятничные заезды для пилотов Toro Rosso прошли очень по-разному. Брендон Хартли был стабилен и быстр, а у Пьера Гасли постоянно что-то шло не так. В утренней тренировке он сначала заблокировал Хэмилтона, за что получил предупреждение, а затем вылетел с трассы. Большую часть второй тренировки он вообще пропустил из-за проблем с топливной системой.', 'Брендон Хартли (10-й): «Мой первый день в Сузуке получился очень приятным. Два первых выезда на трассу в утренней тренировке я потратил на то, чтобы добиться скорости, и мне тут действительно понравилось. По ходу сессии мы внесли некоторые изменения и определённо двигались в верном направлении.', 'Между сессиями мы сделали большой шаг вперёд, поведение машины улучшилось. У нас хороший темп, я завершил день на 10-м месте, так что перед завтрашним днём ощущения позитивные».', 'Пьер Гасли (13-й): «С утра всё было в порядке, я проехал несколько кругов, смог почувствовать машину. Мы собрали полезную информацию, но днём столкнулись с некоторыми проблемами, из-за которых во второй тренировке я проехал не так много.', 'Я смог проехать только один быстрый круг и затем ещё несколько в длинной серии, так что узнал не так много. Хорошо, что у Брендона обошлось без проблем – мы используем его данные, чтобы повысить эффективность машины и завтра в квалификации добиться хорошего результата».', 'Джонатан Эддоллс, главный гоночный инженер: «Первая тренировка получилась продуктивной, мы проверили аэродинамические и механические настройки. Брендон на установочном круге поработал с аэродинамическими датчиками, собирая данные, которые помогут улучшить корреляцию данных с трассы, аэродинамической трубы и CFD.', 'Сузука – очень скоростная трасса, где важна стабильная аэродинамическая база, поэтому мы привезли сюда новинки, которые должны помочь в этом. Они работали хорошо, так что останутся на обеих машинах.', 'Ещё один фокус нашего внимания – повторное введение в использование последней спецификации силовых установок Honda. После Гран При России инженеры работали на динамическом стенде, улучшая картографию и калибровки, и здесь эти изменения сработали так, как ожидалось. Управляемость и эффективность последней версии силовой установки улучшились, мы хотим поблагодарить за это Honda.', 'Вторая сессия для Брендона получилась гладкой и продуктивной, баланс улучшился, и он проехал хороший круг. К сожалению, у Пьера во время последней проверки перед выездом на трассу обнаружились проблемы в топливной системе, так что нам пришлось заменить некоторые детали. Обычно на это требуется по меньшей мере два часа, но механики отработали потрясающе, что позволило Пьеру выехать на трассу в конце сессии.', 'Конечно, это создало риски, потому что он пытался проехать быстрый круг с DRS в то время, как остальные машины моделировали гонку. Но, несмотря на это, нам удалось найти маленькое окно в трафике, и Пьер смог почувствовать баланс. Машина выглядит относительно конкурентоспособно, вечером мы будем напряжённо работать, чтобы третья тренировка прошла гладко».', 'Тойохару Танабе, технический директор Honda F1: «За последние три дня наши гонщики посетили несколько заводов Honda, где их ждал очень тёплый приём, и приятно после этого вернуться на трассу на домашнем Гран При. Последняя версия нашей силовой установки, которую мы начали использовать в пятницу в Сочи, сегодня неплохо себя показала.', 'Мы сделали большой шаг вперёд, что подтверждает эффективность той работы с настройками силовой установки, что мы проводили, начиная с Гран При России. К сожалению, Пьер потерял какое-то время во второй тренировке из-за проблем с топливной системой, но для текущей стадии уик-энда это не слишком критично».']
88;В Mercedes готовятся к дождевой квалификации;2018-10-05 11:52:00+03:00;['Льюис Хэмилтон', 'Валттери Боттас', 'Mercedes'];['Гонщики Mercedes возглавили протокол пятничных свободных заездов в Сузуке. Льюис Хэмилтон показал лучшее время дня, а Валттери Боттас уступил ему более четырех десятых. У Mercedes серьезное преимущество над соперниками, но в команде призывают не спешить с выводами.', 'Льюис Хэмилтон (1-й): «Каждый раз, когда мы приезжаем в Сузуку, особенно в последние годы, машина становится все быстрее – это невероятно! Сейчас больше не строят такие трассы с узкими зонами безопасности – стоит едва заехать на траву, как можно сразу вылететь в стену.', 'Сузука – одна из любимых трасс, если не самая любимая, и это очень здорово. Особенно хороши первый и второй сектор. На первом секторе лучшие «американские горки», которые я только видел за рулем Формулы 1. С балансом машины все в порядке, поэтому я наслаждался пилотированием. Каждый год, когда я возвращаюсь на эту трассу, я знаю, что могу прибавить. В этом году было два или три поворота, с которыми я хотел разобраться, и мне сразу же удалось это сделать. Эти повороты я проезжал намного лучше, чем раньше.', 'Теперь нужно сохранить эту скорость и продолжать работать. Вместе с командой мы отлично справляемся с поиском оптимальных настроек. Мне очень нравится пилотировать – когда садишься за руль этой машины, то понимаешь, что она – лучшая. Я весь день благодарил команду, поскольку всегда мечтал получить такую машину на этой трассе».', 'Валттери Боттас (2-й): «В Сузуке всегда весело – на этой трассе здорово пилотировать. Машина хорошо управлялась, но в моем случае она была лучше в первой сессии, чем во второй. У нас впереди вся ночь, чтобы разобраться с настройками и найти правильные.', 'В целом, машина была хороша во всех секторах, но были проблемы с балансом – возникла небольшая недостаточная поворачиваемость. У нас хорошая отправная точка для дальнейшей работы, но пока трудно сказать, где мы находимся относительно остальных. В квалификации борьба обостряется, поэтому, как обычно, мы продолжим напряженно работать.', 'Вероятно, погода завтра изменится, поэтому здорово, что пятница прошла по сухой трассе, ведь в воскресенье осадков тоже не ожидается. В гонке будет намного жарче, так что ситуация изменится.', 'На этой трассе даже на сухом асфальте легко допустить ошибку – и ты вылетаешь. На мокрой трассе все в десять раз сложнее – Сузука одна из самых сложных трасс в дождевых условиях. Во время сильного дождя, когда появляется стоячая вода, трасса становится еще более непредсказуемой. Если завтра квалификация окажется дождевой, то будет очень интересно».', 'Эндрю Шовлин, главный гоночный инженер: «Довольно простой день. К счастью, погода осталась сухой, что позволило нам выполнить привычную работу по подготовке к гонке. Оба гонщика вполне довольны балансом, темп выглядит неплохим. Судя по всему, в квалификации и в гонке мы столкнемся с другими условиями. Вечером мы ждем дождь, а завтра усиление ветра, который усложнит задачу гонщиков в квалификации. В воскресенье будет жарко и солнечно.', 'Сегодня мы получили много информации о резине, но сложно предсказать, как поведут себя шины на более разогретой трассе. Результаты пятницы льстят нам, но нам еще предстоит поработать над балансом на быстром круге и на длинной серии».']
89;Ферстаппен: Пока я не полностью доволен машиной;2018-10-05 11:16:00+03:00;['Даниэль Риккардо', 'Макс Ферстаппен', 'Red Bull Racing'];['В пятницу Макс Ферстаппен показал четвёртое время, уступив Хэмилтону больше секунды, а Даниэль Риккардо оказался шестым…', 'Макс Ферстаппен (4-й): «Завтра нам кое-что предстоит сделать, пока я не полностью доволен машиной. На коротких и длинных сериях она не была идеальной, но я знаю, что нам нужно улучшить.', 'Сегодня я использовал другую версию заднего антикрыла – с меньшей прижимной силой, чем у Даниэля. Если мы сможем найти компромисс между скоростью на прямых и прижимной силой в задней части машины, то будем выглядеть лучше по ходу уик-энда. В Сузуке важно чувствовать уверенность в хорошем сцеплении с трассой, чтобы активно атаковать в поворотах.', 'Думаю, на дистанции гонки мы сможем бороться с Ferrari, но машины Mercedes сегодня были слишком далеко впереди».', 'Даниэль Риккардо: «Хороший день, уже видны некоторые позитивные признаки. На коротких сериях с небольшим количеством топлива мы ещё сможем прибавить, хотя и сегодня темп был неплохим. Моё время не было лучшим, но на быстром круге я попал в трафик.', 'На прямых мы по-прежнему уступаем лидерам, хотя настроили машину на меньшую прижимную силу, так что уже к первому повороту оказываемся позади. В поворотах удаётся немного отыграться, но если завтра обойдётся без дождя, мы должны быть быстрее на первом секторе. На длинных сериях мы показали неплохой темп, этим я вполне доволен.', 'Обгонять в Сузуке непросто, квалификация имеет большое значение, но завтра может быть дождь. Осадки обещали и сегодня, но было сухо, так что пока я не знаю, чего ожидать.', 'Сегодня Макс использовал другую версию заднего антикрыла, с меньшей прижимной силой, чем на моей машине. На одном круге разница невелика, но на длинной дистанции мне поведение моей машины понравилось больше.', 'В Сузуке великолепная трасса, пилотируя здесь современную машину, нельзя не улыбаться от удовольствия. Это очень приятно!»']
90;Масса: Леклер – более зрелый гонщик, чем Ферстаппен;2018-10-05 10:53:00+03:00;['Фелипе Масса', 'Ferrari'];['Бывший гонщик Формулы\xa01 Фелипе Масса прилетел в Сузуку и с оптимизмом говорил о составе Ferrari в следующем сезоне, когда напарником Себастьяна Феттеля станет молодой Шарль Леклер.', 'Фелипе Масса: «В Ferrari приняли верное решение, решив заменить Райкконена на Леклера. Кроме бесспорного таланта, у Шарля сильный характер. На мой взгляд, Леклер – более зрелый гонщик, чем Ферстаппен.', 'Убеждён, однажды Леклер станет чемпионом мира. Его борьба с Феттелем станет украшением следующего сезона, у Ferrari в следующем году будет очень сильный состав.', 'В этом году у Ferrari был шанс выиграть титул, в нескольких гонках  их машина была быстрее, но в Mercedes добились большего прогресса по ходу сезона и использовали в своих интересах ошибки Ferrari в Хоккенхайме и Монце.', 'Сейчас у Mercedes более быстрая машина, они сохраняют спокойствие и оптимизм, а Хэмилтон не чувствует прессинга. Льюис здорово провёл последние гонки, а в квалификациях он порой действует просто феноменально. Не могу себе представить, что кто-то выйдет на такой уровень».']
91;Феттель: Обе машины скользили по трассе;2018-10-05 10:12:00+03:00;['Себастьян Феттель', 'Ferrari'];['Себастьян Феттель показал третье время в пятничных тренировках в Сузуке, уступив гонщикам Mercedes. Хотя пятница прошла без особых проблем, он весьма сдержанно оценивал ситуацию, отвечая на вопрос, вынужден ли он в этот уик-энд максимально агрессивно атаковать, учитывая отставание в чемпионате...', 'Себастьян Феттель: «Мы всегда стараемся что-то придумать, чтобы отыграться за счёт стратегии. Вопрос в том, сработает ли это. Конечно, я не самоубийца, если мы будем атаковать, то все равно стараемся действовать продуманно. Посмотрим, гонка будет длинной.', 'Сегодня обе наших машины скользили по трассе и, возможно, больше остальных повредили резину. В остальном всё прошло неплохо. Спокойная пятница, наша работа ничем не прерывалась, никаких проблем. Теперь мы сосредоточимся на машине и завтра постараемся полностью использовать её потенциал».']
92;Феттель использует в Японии специальный дизайн шлема;2018-10-05 09:06:00+03:00;['Себастьян Феттель', 'Ferrari'];['Себастьян Феттель выступает в Японии в шлеме со специальным дизайном. Общая расцветка осталась прежней, но при этом элементы дизайна стилизованы на японский манер.', 'Правая сторона (в том числе номер) оформлена в стиле оригами. На левой появилось изображение ниндзя в красном кимоно. Такой же ниндзя изображён и на верхней части шлема.', '', '']
93;Сирил Абитебул: Теперь надо работать с тем, что есть;2018-10-05 08:53:00+03:00;['Сирил Абитебул', 'Renault'];['Руководитель Renault Sport Racing Сирил Абитебул признал, что в оставшихся Гран При 2018 года вся надежда только на опыт и компетентность гоночной бригады, а также мастерство пилотов, поскольку команда полностью переключилась на подготовку к следующему сезону.', 'Сирил Абитебул: «Сейчас всё зависит от нашей гоночной бригады, ведь до конца сезона уже не будет никаких обновлений шасси и двигателя, и надо работать с тем, что есть. Если говорить о результатах последних гонок, то они действительно стали несколько хуже, но мы уверены, что оба гонщика способны зарабатывать очки, а наша команда состоит из опытных и компетентных специалистов. Так что нас ждёт не самая лёгкая, но интересная концовка сезона.', 'Из-за изменений в техническом регламенте мы приняли решение пораньше переключить всё внимание на машину 2019 года, чтобы быть в максимально хорошей форме с самого начала следующего сезона, так что работа идёт на многих направлениях. Всеми процессами на базе Renault в Энстоуне теперь руководит Марцин Будковски, и мы абсолютно уверены, что его влияние будет проявляться всё более явно».']
94;Маркус Эриксон надеется продолжить карьеру в IndyCar;2018-10-05 08:47:00+03:00;['Маркус Эриксон', 'Sauber'];['В следующем году Маркус Эриксон станет резервным гонщиком Sauber, но всё равно надеется продолжить выступления в гонках. Он заявил, что рассматривает несколько вариантов, в том числе переход в IndyCar, и ведет переговоры с американскими командами.', 'Маркус Эриксон: «На данный момент самый привлекательный вариант для меня – это IndyCar, так что я думаю продолжить карьеру в этой серии. Мы ведем переговоры с несколькими командами. По-моему, это реальная цель.', 'Я хочу гоняться в высокопрофессиональной серии, поскольку надеюсь однажды вернуться в Формулу 1. Чтобы иметь такую возможность, я хочу продолжить выступления в формулах и гоняться за рулем быстрых машин.', 'Судя по ситуации в современном автоспорте, IndyCar – это одна из лучших серий. Я всегда следил за этим чемпионатом и теперь думаю, что было бы здорово там гоняться – по-моему, это очень интересно. Гонщики и те, кто связан с IndyCar, говорят, что им там нравится, там отличные гонки, потрясающая атмосфера, и серия постоянно развивается. Всё это вызывает у меня живой интерес».']
95;Стюарды простили Renault и McLaren;2018-10-05 07:17:00+03:00;['McLaren', 'FIA', 'Renault'];['Из-за задержки с доставкой моторного масла на трассу в Сузуке команды Renault и McLaren были вынуждены нарушить правило комендантского часа. В соответствии с регламентом, каждая команда может сделать это без последствий не более двух раз за сезон.', 'Однако стюарды Гран При Японии приняли во внимание, что нарушение было вынужденным и команды никак не могли повлиять на ситуацию, поэтому приняли решение не учитывать его. Таким образом, у McLaren остаётся одно нарушение комендантского часа в сезоне, а у Renault их по-прежнему нет.']
96;Пьер Гасли получил предупреждение;2018-10-05 07:01:00+03:00;['Пьер Гасли', 'FIA'];['Рассмотрев инцидент между Пьером Гасли и Льюисом Хэмилтоном в первой сессии свободных заездов Гран При Японии, стюарды решили наказать француза предупреждением.', 'Это второе предупреждение для Гасли за сезон. В случае, если Пьер получит третье, он потеряет 10 мест на старте.']
97;Видео: Инцидент между Гасли и Хэмилтоном;2018-10-05 06:49:00+03:00;['Льюис Хэмилтон', 'Пьер Гасли'];['В первой тренировке Гран При Японии произошёл опасный инцидент – Пьер Гасли очень сильно замедлился перед шиканой, что стало сюрпризом для Льюиса Хэмилтона, находившегося на быстром круге. Льюису пришлось резко менять направление движения и срезать шикану.', 'Razor-sharp reactions from @lewishamilton during FP1 at Suzuka 👊 . . . #JapaneseGP 🇯🇵 #Formula1 #F1 @pierregasly @tororosso @mercedesamgf1', 'Публикация от  FORMULA 1® (@f1) 4 Окт 2018 в 7:31 PDT']
98;В Red Bull надеются избежать дополнительных штрафов;2018-10-05 06:44:00+03:00;['Кристиан Хорнер', 'Red Bull Racing'];['На прошлом этапе в Сочи гонщики Red Bull отбыли штрафы за замену элементов силовых установок. Руководитель команды Кристиан Хорнер надеется, что того количества моторов, которые сейчас есть в распоряжении Red Bull, хватит до конца сезона.', 'Кристиан Хорнер: «До конца года в нашем распоряжении два двигателя. Один из них мы используем на этапе в Мексике, а в Японии поставим на машину силовую установку «спецификации С». Надеюсь, этих компонентов хватит до конца сезона, и оставшиеся пять этапов мы проведем без штрафов за замену моторов.', 'В Сочи команда оказалась конкурентоспособнее, чем мы ожидали, так что посмотрим, что будет в Японии. Если оценивать гоночный темп, то мы должны быть быстры на большинстве трасс, но квалификация – наша «ахиллесова пята».']
99;McLaren и Renault нарушили правило комендантского часа;2018-10-05 05:54:00+03:00;['McLaren', 'FIA', 'Renault'];['История с задержкой доставки масла Castrol в Сузуку для McLaren и Renault имела своё продолжение. Масло в итоге добралось до трассы, но чтобы залить его в машины командам пришлось нарушить правило комендантского часа, продолжавшегося с 23:00 4 октября до 07:00 5 октября.', 'Для Renault это только первое подобное нарушение из двух, разрешённых на сезон, а вот для McLaren уже второе. Если до конца сезона McLaren потребуется нарушить его вновь, команда понесёт наказание.']
100;В McLaren продлили сотрудничество с Enkei;2018-10-04 13:46:00+03:00;['McLaren'];['Команда McLaren объявила о продлении технического партнёрства с компанией Enkei, одним из мировых лидеров в области производства колёсных дисков. Отношения между McLaren и Enkei начались в 1995 году. О сроках нового контракта информации нет, но стороны утверждают, что общая продолжительность сотрудничества превысит 25 лет.', 'Зак Браун, руководитель команды: «Компания McLaren рада вновь продлить партнёрство с Enkei. Они снабжают нас колёсными дисками самого высокого качества на протяжении уже четверти века, что свидетельствует об их опыте и профессионализме в этой области. Мы надеемся работать с командой из Хамамацу на протяжении ещё многих лет».', '']
101;Долги Force India составляли 28,5 млн фунтов;2018-10-04 13:17:00+03:00;['Force India', 'Смена владельцев в Force India'];['Компания FRP Advisory, под чьим временным управлением находилась Force India летом, продолжает публиковать финансовые документы команды. Из них становится ясен масштаб проблем Force India в этом сезоне.', 'В соответствии с этими документами, ещё 5 июня Force India была уведомлена о том, что британские налоговые органы получили запрос о ликвидации компании от HMRC и Formtech, поставщиков запчастей, которым команда задолжала 2,4 млн фунтов. Решение должен был принять суд 25 июля.', 'Если бы запрос был одобрен, это означало бы прекращение существования команды. Потому в последний момент в ситуацию вмешался Серхио Перес – он имел на это право, так как команда должна была ему $4 млн. По его запросу было введено внешнее управление, что спасло команду от исчезновения.', 'Проверка FRP показала, что на счетах команды есть всего 240 тысяч фунтов, чего недостаточно даже для выплат заработной платы за июль, составлявшей примерно 2,2 млн фунтов. Чтобы команда продолжала работать, её спонсор, компания BWT, выдала команде ссуду на 5 млн фунтов.', 'Это покрыло потребности по выплатам июльской заработной платы, но в августе на зарплаты, текущие расходы по эксплуатации машин, предварительные затраты на участие в гонках в Бельгии и Италии требовалось уже 9,6 млн фунтов. Таких денег у команды не было, и никаких значимых доходов не предвиделось.', 'Суммарная задолженность Force India составляла 28,5 млн фунтов, в число кредиторов входило более 450 компаний, включая не только поставщиков запчастей, но и отели, компании по доставке еды и даже гоночные трассы в Абу-Даби и Италии. Больше всего команда должна была Mercedes за поставку моторов – 13,7 млн фунтов.', 'Именно поэтому в FRP торопились с поиском покупателя команды. В короткие сроки заинтересованность в сделке выразили 20 контрагентов. К 6 августа, после отсева, их осталось пять, при этом лишь один предлагал купить долю команды. Это предложение поступило от консорциума Лоуренса Стролла Racing Point, который, как утверждают в FRP, сразу же обеспечил ссуду в 15 млн фунтов, позволившую оплатить текущие затраты, включая развитие машины 2019 года, а также вернуть кредиты BWT.', 'Ситуация осложнялась тем, что владелец команды, Виджей Малья, находился под арестом, а индийские банки пытались заморозить его активы. Это значило, что на продажу долей команды необходимо было получить согласие кредиторов Мальи. Причём, всю операцию нужно было завершить до окончания летних каникул, то есть до 20 августа.', 'К 14 августа согласие индийских банков так и не удалось получить. Было принято решение продать не доли, а активы команды, так как на это согласия кредиторов не требовалось. Спустя два дня, 16 августа, сделка была оформлена. Активы были куплены Racing Point за 90 млн фунтов, 2,25% от которых получит FRP за свои услуги.', 'Как известно, решение FRP по передаче активов Racing Point не понравилось российской компании «УралКалий», которую возглавляет Дмитрий Мазепин, чей сын Никита остаётся девелопмент-драйвером команды. Мазепин-старший утверждает, что сделал более выгодное предложение, которое FRP было проигнорировано. В FRP это отрицают, утверждая, что действовали «надлежащим образом».', 'Впрочем, «УралКалий» – не единственная сторона, грозящая FRP и Racing Point судом. Документы свидетельствуют о многочисленных исках, в том числе на 10 млн фунтов в качестве «комиссии за привлечение спонсора». Подробности спора неизвестны, но в FRP заявили, что у этих претензий нет никаких оснований.', 'Как ни странно, угрожают судом новой команде даже её прежние владельцы, Виджей Малья и Субрата Рой. Они утверждают, что дали команде 159 млн фунтов, и теперь требуют их возвращения. Однако в FRP полагают, что, напротив, это Малья и Рой должны команде 4,2 млн фунтов. Последнее слово за британским судом, так что можно не сомневаться, что история вокруг продажи Force India не завершится ещё по меньшей мере год.']
